Team A,Team B,Map,Team A Wins,Played,Team A Winrate
FUT Esports,GIANTX,Haven,1,1,100.0
FUT Esports,Karmine Corp,Haven,0,1,0.0
FUT Esports,T1,Haven,1,1,100.0
FUT Esports,Team Heretics,Haven,0,1,0.0
FUT Esports,Team Liquid,Haven,0,1,0.0
FUT Esports,Team Vitality,Haven,0,1,0.0
FunPlus Phoenix,JDG Esports,Haven,0,1,0.0
FunPlus Phoenix,Nova Esports,Haven,0,1,0.0
FunPlus Phoenix,Paper Rex,Haven,0,1,0.0
FunPlus Phoenix,TYLOO,Haven,1,2,50.0
FunPlus Phoenix,Titan Esports Club,Haven,1,1,100.0
FunPlus Phoenix,XERXIA Esports,Haven,1,1,100.0
FunPlus Phoenix,Xi Lai Gaming,Haven,0,1,0.0
G2 Esports,Gen.G,Haven,0,1,0.0
G2 Esports,KRÜ Esports,Haven,1,1,100.0
G2 Esports,LEVIATÁN,Haven,1,1,100.0
G2 Esports,MIBR,Haven,2,3,66.67
G2 Esports,Paper Rex,Haven,1,1,100.0
G2 Esports,Sentinels,Haven,2,3,66.67
G2 Esports,T1,Haven,1,2,50.0
G2 Esports,Team Liquid,Haven,1,1,100.0
G2 Esports,Xi Lai Gaming,Haven,2,2,100.0
GIANTX,Gentle Mates,Haven,1,1,100.0
GIANTX,NRG,Haven,0,1,0.0
GIANTX,Natus Vincere,Haven,2,2,100.0
GIANTX,Sentinels,Haven,1,1,100.0
GIANTX,Team Heretics,Haven,1,3,33.33
Gen.G,Global Esports,Haven,2,3,66.67
Gen.G,MIBR,Haven,1,1,100.0
Gen.G,Paper Rex,Haven,1,1,100.0
Gen.G,Rex Regum Qeon,Haven,3,4,75.0
Gen.G,Sentinels,Haven,1,1,100.0
Gen.G,T1,Haven,1,2,50.0
Gen.G,TALON,Haven,0,1,0.0
Gen.G,VARREL,Haven,1,1,100.0
Gentle Mates,KOI,Haven,1,1,100.0
Gentle Mates,Karmine Corp,Haven,0,1,0.0
Gentle Mates,Nongshim RedForce,Haven,0,1,0.0
Gentle Mates,Team Liquid,Haven,1,1,100.0
Global Esports,Rex Regum Qeon,Haven,1,1,100.0
Global Esports,ZETA DIVISION,Haven,1,1,100.0
JDG Esports,TYLOO,Haven,1,1,100.0
JDG Esports,Titan Esports Club,Haven,1,3,33.33
JDG Esports,Trace Esports,Haven,0,2,0.0
JDG Esports,Wolves Esports,Haven,0,1,0.0
JDG Esports,Xi Lai Gaming,Haven,0,1,0.0
KOI,Karmine Corp,Haven,0,1,0.0
KRÜ Esports,Keyd Stars,Haven,1,1,100.0
KRÜ Esports,LEVIATÁN,Haven,0,2,0.0
KRÜ Esports,LOUD,Haven,4,5,80.0
KRÜ Esports,MIBR,Haven,1,1,100.0
KRÜ Esports,NRG,Haven,0,2,0.0
KRÜ Esports,OpTic Gaming,Haven,0,1,0.0
KRÜ Esports,Sentinels,Haven,1,1,100.0
KRÜ Esports,Team Liquid,Haven,0,1,0.0
KRÜ Esports,XERXIA Esports,Haven,0,1,0.0
Karmine Corp,Natus Vincere,Haven,0,1,0.0
Karmine Corp,Team Heretics,Haven,0,1,0.0
Karmine Corp,Team Vitality,Haven,0,1,0.0
Keyd Stars,X10 Esports,Haven,0,1,0.0
LEVIATÁN,LOUD,Haven,0,1,0.0
LEVIATÁN,NRG,Haven,1,1,100.0
LEVIATÁN,Paper Rex,Haven,1,1,100.0
LEVIATÁN,Team Liquid,Haven,1,1,100.0
LEVIATÁN,XSET,Haven,1,1,100.0
LOUD,NRG,Haven,0,1,0.0
LOUD,OpTic Gaming,Haven,1,1,100.0
LOUD,Sentinels,Haven,0,1,0.0
LOUD,Team Liquid,Haven,1,2,50.0
MIBR,NRG,Haven,2,3,66.67
NORTHEPTION,XERXIA Esports,Haven,1,1,100.0
NRG,Paper Rex,Haven,0,1,0.0
NRG,Xi Lai Gaming,Haven,1,1,100.0
NRG,ZETA DIVISION,Haven,1,1,100.0
NUTURN,Sentinels,Haven,0,1,0.0
NUTURN,Sharks Esports,Haven,0,1,0.0
NUTURN,Version1,Haven,0,1,0.0
Natus Vincere,Team Heretics,Haven,1,4,25.0
Natus Vincere,Team Vitality,Haven,2,2,100.0
Nongshim RedForce,Rex Regum Qeon,Haven,1,2,50.0
Nongshim RedForce,T1,Haven,1,1,100.0
Nongshim RedForce,TALON,Haven,1,2,50.0
Nongshim RedForce,Team Secret,Haven,1,1,100.0
Nongshim RedForce,ZETA DIVISION,Haven,1,1,100.0
Nova Esports,Wolves Esports,Haven,0,2,0.0
Nova Esports,Xi Lai Gaming,Haven,0,1,0.0
OpTic Gaming,Paper Rex,Haven,0,1,0.0
OpTic Gaming,The Guard,Haven,0,1,0.0
OpTic Gaming,XERXIA Esports,Haven,1,1,100.0
OpTic Gaming,XSET,Haven,2,2,100.0
OpTic Gaming,ZETA DIVISION,Haven,1,1,100.0
Papara SuperMassive,Paper Rex,Haven,0,1,0.0
Paper Rex,Rex Regum Qeon,Haven,2,2,100.0
Paper Rex,T1,Haven,1,1,100.0
Paper Rex,TALON,Haven,1,1,100.0
Paper Rex,Team Liquid,Haven,0,1,0.0
Paper Rex,The Guard,Haven,1,1,100.0
Paper Rex,Vision Strikers,Haven,0,1,0.0
Paper Rex,ZETA DIVISION,Haven,0,1,0.0
Rex Regum Qeon,T1,Haven,2,2,100.0
Rex Regum Qeon,TALON,Haven,0,1,0.0
Rex Regum Qeon,Team Secret,Haven,2,2,100.0
Rex Regum Qeon,ZETA DIVISION,Haven,1,1,100.0
Sentinels,Team Heretics,Haven,1,1,100.0
Sentinels,Team Vikings,Haven,1,1,100.0
Sentinels,Xi Lai Gaming,Haven,0,1,0.0
T1,TALON,Haven,1,2,50.0
T1,Team Secret,Haven,1,1,100.0
T1,Team Vitality,Haven,1,1,100.0
T1,Trace Esports,Haven,1,1,100.0
T1,ZETA DIVISION,Haven,1,1,100.0
TALON,Team Secret,Haven,1,1,100.0
TYLOO,Titan Esports Club,Haven,1,1,100.0
TYLOO,Trace Esports,Haven,1,1,100.0
Team Heretics,Team Liquid,Haven,1,1,100.0
Team Heretics,Team Vitality,Haven,2,3,66.67
Team Heretics,ULF Esports,Haven,1,1,100.0
Team Liquid,Team Vikings,Haven,1,1,100.0
Team Liquid,Team Vitality,Haven,1,1,100.0
Team Liquid,Version1,Haven,0,1,0.0
Team Liquid,ZETA DIVISION,Haven,1,1,100.0
Team Secret,Team Vikings,Haven,1,1,100.0
Titan Esports Club,Trace Esports,Haven,1,1,100.0
Titan Esports Club,Wolves Esports,Haven,1,2,50.0
Trace Esports,Wolves Esports,Haven,0,1,0.0
Wolves Esports,Xi Lai Gaming,Haven,0,1,0.0
100 Thieves,2Game Esports,Icebox,1,1,100.0
100 Thieves,Cloud9,Icebox,0,1,0.0
100 Thieves,Gambit Esports,Icebox,1,1,100.0
100 Thieves,KRÜ Esports,Icebox,0,1,0.0
100 Thieves,LOUD,Icebox,1,1,100.0
100 Thieves,Liberty,Icebox,1,1,100.0
100 Thieves,MIBR,Icebox,0,2,0.0
2Game Esports,KRÜ Esports,Icebox,0,1,0.0
Acend,Gambit Esports,Icebox,1,1,100.0
Acend,Keyd Stars,Icebox,0,1,0.0
Acend,Team Secret,Icebox,1,1,100.0
Acend,Vision Strikers,Icebox,0,1,0.0
All Gamers,FunPlus Phoenix,Icebox,2,2,100.0
All Gamers,TYLOO,Icebox,0,1,0.0
All Gamers,Xi Lai Gaming,Icebox,1,1,100.0
Apeks,Karmine Corp,Icebox,0,1,0.0
Apeks,Natus Vincere,Icebox,0,1,0.0
Apeks,Team Heretics,Icebox,0,1,0.0
BBL Esports,FUT Esports,Icebox,1,1,100.0
BBL Esports,GIANTX,Icebox,0,1,0.0
BBL Esports,KOI,Icebox,1,1,100.0
BBL Esports,Karmine Corp,Icebox,0,1,0.0
BBL Esports,Team Heretics,Icebox,2,3,66.67
BBL Esports,Team Vitality,Icebox,1,1,100.0
BOOM Esports,DRX,Icebox,1,1,100.0
BOOM Esports,TALON,Icebox,0,1,0.0
Bilibili Gaming,EDward Gaming,Icebox,1,1,100.0
Bilibili Gaming,JDG Esports,Icebox,1,2,50.0
Bilibili Gaming,KRÜ Esports,Icebox,0,1,0.0
Bilibili Gaming,Sentinels,Icebox,1,1,100.0
Bilibili Gaming,TYLOO,Icebox,0,1,0.0
Bilibili Gaming,Team Liquid,Icebox,1,1,100.0
Bilibili Gaming,Trace Esports,Icebox,0,1,0.0
Bilibili Gaming,Wolves Esports,Icebox,1,1,100.0
Bilibili Gaming,Xi Lai Gaming,Icebox,1,1,100.0
Cloud9,Evil Geniuses,Icebox,0,1,0.0
Cloud9,FNATIC,Icebox,0,1,0.0
Cloud9,G2 Esports,Icebox,0,1,0.0
Cloud9,Sentinels,Icebox,1,1,100.0
Crazy Raccoon,Gambit Esports,Icebox,0,2,0.0
Crazy Raccoon,Team Vikings,Icebox,0,1,0.0
Crazy Raccoon,Version1,Icebox,0,1,0.0
Crazy Raccoon,X10 Esports,Icebox,0,1,0.0
DRX,FNATIC,Icebox,0,1,0.0
DRX,FunPlus Phoenix,Icebox,1,1,100.0
DRX,Global Esports,Icebox,1,1,100.0
DRX,Ninjas In Pyjamas,Icebox,1,1,100.0
DRX,Nongshim RedForce,Icebox,1,1,100.0
DRX,OpTic Gaming,Icebox,0,1,0.0
DRX,Paper Rex,Icebox,0,2,0.0
DRX,Rex Regum Qeon,Icebox,0,2,0.0
DRX,TALON,Icebox,1,1,100.0
DRX,Team Heretics,Icebox,0,1,0.0
DRX,Team Secret,Icebox,1,1,100.0
DRX,ZETA DIVISION,Icebox,1,2,50.0
DetonatioN FocusMe,TALON,Icebox,1,1,100.0
DetonatioN FocusMe,ZETA DIVISION,Icebox,1,1,100.0
Dragon Ranger Gaming,EDward Gaming,Icebox,0,1,0.0
Dragon Ranger Gaming,Nova Esports,Icebox,0,1,0.0
Dragon Ranger Gaming,Titan Esports Club,Icebox,0,1,0.0
Dragon Ranger Gaming,Wolves Esports,Icebox,1,1,100.0
EDward Gaming,G2 Esports,Icebox,1,1,100.0
EDward Gaming,LEVIATÁN,Icebox,0,1,0.0
EDward Gaming,Paper Rex,Icebox,1,2,50.0
EDward Gaming,Titan Esports Club,Icebox,1,1,100.0
EDward Gaming,Trace Esports,Icebox,0,1,0.0
ENVY,KRÜ Esports,Icebox,1,1,100.0
ENVY,Keyd Stars,Icebox,1,1,100.0
ENVY,X10 Esports,Icebox,1,1,100.0
Evil Geniuses,KRÜ Esports,Icebox,1,1,100.0
FNATIC,FURIA,Icebox,0,1,0.0
FNATIC,FunPlus Phoenix,Icebox,1,1,100.0
FNATIC,KRÜ Esports,Icebox,2,2,100.0
FNATIC,Karmine Corp,Icebox,1,1,100.0
FNATIC,Natus Vincere,Icebox,1,1,100.0
FNATIC,Paper Rex,Icebox,1,1,100.0
FNATIC,Sentinels,Icebox,1,2,50.0
FNATIC,Team Heretics,Icebox,2,2,100.0
FNATIC,Team Liquid,Icebox,0,1,0.0
FNATIC,Version1,Icebox,1,1,100.0
FNATIC,Vision Strikers,Icebox,1,1,100.0
FNATIC,Wolves Esports,Icebox,1,1,100.0
FNATIC,X10 Esports,Icebox,1,1,100.0
FNATIC,ZETA DIVISION,Icebox,0,1,0.0
FURIA,MIBR,Icebox,0,1,0.0
FURIA,Sentinels,Icebox,0,1,0.0
FUT Esports,Gentle Mates,Icebox,0,1,0.0
FunPlus Phoenix,KRÜ Esports,Icebox,2,2,100.0
FunPlus Phoenix,LEVIATÁN,Icebox,1,1,100.0
FunPlus Phoenix,Nova Esports,Icebox,0,1,0.0
FunPlus Phoenix,OpTic Gaming,Icebox,1,1,100.0
FunPlus Phoenix,Paper Rex,Icebox,0,1,0.0
FunPlus Phoenix,TYLOO,Icebox,0,1,0.0
FunPlus Phoenix,Titan Esports Club,Icebox,1,1,100.0
G2 Esports,Gambit Esports,Icebox,0,1,0.0
G2 Esports,Gen.G,Icebox,1,1,100.0
G2 Esports,KRÜ Esports,Icebox,1,1,100.0
G2 Esports,LEVIATÁN,Icebox,0,1,0.0
G2 Esports,Paper Rex,Icebox,1,1,100.0
G2 Esports,Sentinels,Icebox,2,3,66.67
G2 Esports,Xi Lai Gaming,Icebox,1,1,100.0
GIANTX,Natus Vincere,Icebox,0,1,0.0
Gambit Esports,Team Secret,Icebox,0,1,0.0
Gambit Esports,Team Vikings,Icebox,1,1,100.0
Gambit Esports,Vision Strikers,Icebox,1,1,100.0
Gen.G,Global Esports,Icebox,0,1,0.0
Gen.G,Paper Rex,Icebox,1,1,100.0
Gen.G,Rex Regum Qeon,Icebox,1,2,50.0
Gen.G,Sentinels,Icebox,0,1,0.0
Gen.G,TALON,Icebox,1,1,100.0
Gentle Mates,KOI,Icebox,0,1,0.0
Gentle Mates,Team Liquid,Icebox,1,1,100.0
Guild Esports,KRÜ Esports,Icebox,1,1,100.0
Guild Esports,OpTic Gaming,Icebox,1,1,100.0
JDG Esports,Trace Esports,Icebox,0,1,0.0
JDG Esports,Xi Lai Gaming,Icebox,1,1,100.0
KOI,Karmine Corp,Icebox,0,1,0.0
KOI,Natus Vincere,Icebox,0,1,0.0
KOI,Team Liquid,Icebox,1,1,100.0
KRÜ Esports,LOUD,Icebox,1,1,100.0
KRÜ Esports,MIBR,Icebox,0,1,0.0
KRÜ Esports,Sentinels,Icebox,1,1,100.0
KRÜ Esports,Sharks Esports,Icebox,1,1,100.0
KRÜ Esports,XERXIA Esports,Icebox,1,1,100.0
Karmine Corp,Natus Vincere,Icebox,1,1,100.0
Karmine Corp,Team Liquid,Icebox,1,1,100.0
Keyd Stars,X10 Esports,Icebox,0,1,0.0
LEVIATÁN,LOUD,Icebox,0,2,0.0
LEVIATÁN,MIBR,Icebox,0,1,0.0
LEVIATÁN,NRG,Icebox,0,3,0.0
LEVIATÁN,Team Heretics,Icebox,1,2,50.0
LEVIATÁN,Team Vitality,Icebox,1,1,100.0
LOUD,MIBR,Icebox,0,1,0.0
LOUD,OpTic Gaming,Icebox,1,1,100.0
LOUD,Team Liquid,Icebox,1,1,100.0
MIBR,NRG,Icebox,1,1,100.0
MIBR,Team Liquid,Icebox,0,1,0.0
NRG,Sentinels,Icebox,1,1,100.0
Natus Vincere,Team Heretics,Icebox,1,1,100.0
Natus Vincere,Team Liquid,Icebox,1,1,100.0
Natus Vincere,Team Vitality,Icebox,1,1,100.0
Ninjas In Pyjamas,ZETA DIVISION,Icebox,0,1,0.0
Nongshim RedForce,Rex Regum Qeon,Icebox,0,1,0.0
Nongshim RedForce,T1,Icebox,0,1,0.0
Nova Esports,TYLOO,Icebox,0,1,0.0
OpTic Gaming,The Guard,Icebox,1,1,100.0
OpTic Gaming,XERXIA Esports,Icebox,0,1,0.0
Paper Rex,Rex Regum Qeon,Icebox,1,1,100.0
Paper Rex,TALON,Icebox,1,1,100.0
Paper Rex,Team Heretics,Icebox,1,1,100.0
Paper Rex,Vision Strikers,Icebox,0,1,0.0
Paper Rex,ZETA DIVISION,Icebox,1,1,100.0
Rex Regum Qeon,T1,Icebox,1,1,100.0
Rex Regum Qeon,TALON,Icebox,1,1,100.0
Rex Regum Qeon,Team Secret,Icebox,1,1,100.0
Rex Regum Qeon,Wolves Esports,Icebox,0,1,0.0
Sentinels,Team Heretics,Icebox,0,1,0.0
Sentinels,Team Vikings,Icebox,1,1,100.0
T1,TALON,Icebox,0,1,0.0
T1,Team Secret,Icebox,0,1,0.0
TALON,ZETA DIVISION,Icebox,1,1,100.0
TYLOO,Titan Esports Club,Icebox,0,1,0.0
Team Heretics,Team Liquid,Icebox,1,1,100.0
Team Heretics,Team Vitality,Icebox,1,1,100.0
Team Liquid,XERXIA Esports,Icebox,0,1,0.0
Team Secret,Team Vikings,Icebox,1,1,100.0
Team Secret,ZETA DIVISION,Icebox,0,1,0.0
Team Vikings,X10 Esports,Icebox,1,1,100.0
Titan Esports Club,Wolves Esports,Icebox,0,1,0.0
Wolves Esports,Xi Lai Gaming,Icebox,0,1,0.0
XERXIA Esports,XSET,Icebox,0,1,0.0
100 Thieves,LEVIATÁN,Lotus,0,1,0.0
100 Thieves,LOUD,Lotus,1,1,100.0
100 Thieves,MIBR,Lotus,1,1,100.0
100 Thieves,NRG,Lotus,1,1,100.0
2Game Esports,Cloud9,Lotus,0,1,0.0
2Game Esports,Evil Geniuses,Lotus,0,2,0.0
2Game Esports,FURIA,Lotus,0,1,0.0
2Game Esports,LOUD,Lotus,1,1,100.0
2Game Esports,Sentinels,Lotus,0,1,0.0
All Gamers,Dragon Ranger Gaming,Lotus,1,1,100.0
All Gamers,Nova Esports,Lotus,1,1,100.0
All Gamers,TYLOO,Lotus,0,1,0.0
All Gamers,Trace Esports,Lotus,1,1,100.0
All Gamers,Wolves Esports,Lotus,0,1,0.0
All Gamers,Xi Lai Gaming,Lotus,0,4,0.0
Apeks,FNATIC,Lotus,0,2,0.0
Apeks,GIANTX,Lotus,0,1,0.0
Apeks,KOI,Lotus,1,1,100.0
Apeks,Karmine Corp,Lotus,0,1,0.0
Apeks,Natus Vincere,Lotus,1,1,100.0
Apeks,Team Liquid,Lotus,0,1,0.0
Apeks,Team Vitality,Lotus,0,1,0.0
BBL Esports,GIANTX,Lotus,2,2,100.0
BBL Esports,Gentle Mates,Lotus,2,2,100.0
BBL Esports,Natus Vincere,Lotus,1,1,100.0
BBL Esports,Team Heretics,Lotus,0,1,0.0
BBL Esports,Team Vitality,Lotus,0,1,0.0
BOOM Esports,DetonatioN FocusMe,Lotus,0,1,0.0
BOOM Esports,Global Esports,Lotus,1,1,100.0
BOOM Esports,Nongshim RedForce,Lotus,0,1,0.0
BOOM Esports,Paper Rex,Lotus,0,2,0.0
BOOM Esports,ZETA DIVISION,Lotus,1,1,100.0
Bilibili Gaming,DRX,Lotus,0,1,0.0
Bilibili Gaming,Dragon Ranger Gaming,Lotus,2,2,100.0
Bilibili Gaming,EDward Gaming,Lotus,2,3,66.67
Bilibili Gaming,FNATIC,Lotus,0,2,0.0
Bilibili Gaming,FunPlus Phoenix,Lotus,1,1,100.0
Bilibili Gaming,KRÜ Esports,Lotus,0,1,0.0
Bilibili Gaming,NRG,Lotus,1,1,100.0
Bilibili Gaming,Rex Regum Qeon,Lotus,0,1,0.0
Bilibili Gaming,Sentinels,Lotus,0,1,0.0
Bilibili Gaming,TYLOO,Lotus,2,2,100.0
Bilibili Gaming,Trace Esports,Lotus,1,2,50.0
Bilibili Gaming,Wolves Esports,Lotus,1,2,50.0
Bilibili Gaming,Xi Lai Gaming,Lotus,1,2,50.0
Cloud9,Evil Geniuses,Lotus,1,1,100.0
Cloud9,FURIA,Lotus,1,1,100.0
Cloud9,G2 Esports,Lotus,0,2,0.0
Cloud9,LEVIATÁN,Lotus,1,1,100.0
Cloud9,MIBR,Lotus,1,2,50.0
Cloud9,NRG,Lotus,1,3,33.33
Cloud9,Sentinels,Lotus,0,2,0.0
DRX,DetonatioN FocusMe,Lotus,1,1,100.0
DRX,Evil Geniuses,Lotus,0,1,0.0
DRX,FNATIC,Lotus,1,2,50.0
DRX,G2 Esports,Lotus,0,1,0.0
DRX,Gen.G,Lotus,0,1,0.0
DRX,Global Esports,Lotus,1,1,100.0
DRX,LOUD,Lotus,0,1,0.0
DRX,NRG,Lotus,0,1,0.0
DRX,Natus Vincere,Lotus,1,1,100.0
DRX,Nongshim RedForce,Lotus,2,2,100.0
DRX,Paper Rex,Lotus,2,3,66.67
DRX,Rex Regum Qeon,Lotus,0,1,0.0
DRX,Sentinels,Lotus,1,1,100.0
DRX,T1,Lotus,1,3,33.33
DRX,TALON,Lotus,0,1,0.0
DRX,Trace Esports,Lotus,1,1,100.0
DetonatioN FocusMe,Gen.G,Lotus,0,2,0.0
DetonatioN FocusMe,Global Esports,Lotus,0,1,0.0
DetonatioN FocusMe,Nongshim RedForce,Lotus,0,1,0.0
DetonatioN FocusMe,Paper Rex,Lotus,0,2,0.0
DetonatioN FocusMe,ZETA DIVISION,Lotus,0,1,0.0
Dragon Ranger Gaming,EDward Gaming,Lotus,1,2,50.0
Dragon Ranger Gaming,G2 Esports,Lotus,0,1,0.0
Dragon Ranger Gaming,Nova Esports,Lotus,2,2,100.0
Dragon Ranger Gaming,T1,Lotus,0,1,0.0
Dragon Ranger Gaming,Titan Esports Club,Lotus,2,2,100.0
Dragon Ranger Gaming,Wolves Esports,Lotus,0,1,0.0
Dragon Ranger Gaming,Xi Lai Gaming,Lotus,2,2,100.0
EDward Gaming,FUT Esports,Lotus,1,1,100.0
EDward Gaming,G2 Esports,Lotus,0,1,0.0
EDward Gaming,JDG Esports,Lotus,0,1,0.0
EDward Gaming,LEVIATÁN,Lotus,1,1,100.0
EDward Gaming,Paper Rex,Lotus,1,1,100.0
EDward Gaming,Sentinels,Lotus,1,1,100.0
EDward Gaming,Team Heretics,Lotus,1,1,100.0
EDward Gaming,Titan Esports Club,Lotus,0,1,0.0
EDward Gaming,Trace Esports,Lotus,0,3,0.0
EDward Gaming,Xi Lai Gaming,Lotus,1,3,33.33
Evil Geniuses,G2 Esports,Lotus,1,1,100.0
Evil Geniuses,KRÜ Esports,Lotus,2,2,100.0
Evil Geniuses,LOUD,Lotus,1,2,50.0
Evil Geniuses,Paper Rex,Lotus,1,1,100.0
Evil Geniuses,Sentinels,Lotus,0,1,0.0
FNATIC,FUT Esports,Lotus,1,1,100.0
FNATIC,G2 Esports,Lotus,1,1,100.0
FNATIC,GIANTX,Lotus,1,2,50.0
FNATIC,KRÜ Esports,Lotus,1,1,100.0
FNATIC,Karmine Corp,Lotus,0,1,0.0
FNATIC,LOUD,Lotus,0,1,0.0
FNATIC,NRG,Lotus,0,1,0.0
FNATIC,Paper Rex,Lotus,1,2,50.0
FNATIC,Rex Regum Qeon,Lotus,1,1,100.0
FNATIC,Sentinels,Lotus,0,1,0.0
FNATIC,Team Heretics,Lotus,0,2,0.0
FNATIC,Team Vitality,Lotus,1,1,100.0
FNATIC,Wolves Esports,Lotus,0,1,0.0
FURIA,G2 Esports,Lotus,0,1,0.0
FURIA,NRG,Lotus,1,1,100.0
FUT Esports,Gentle Mates,Lotus,2,2,100.0
FUT Esports,KOI,Lotus,1,1,100.0
FUT Esports,Karmine Corp,Lotus,1,1,100.0
FUT Esports,Team Liquid,Lotus,0,1,0.0
FUT Esports,Team Vitality,Lotus,0,1,0.0
FunPlus Phoenix,Sentinels,Lotus,0,1,0.0
FunPlus Phoenix,T1,Lotus,0,1,0.0
FunPlus Phoenix,Team Heretics,Lotus,0,1,0.0
G2 Esports,Gen.G,Lotus,1,1,100.0
G2 Esports,LEVIATÁN,Lotus,1,1,100.0
G2 Esports,MIBR,Lotus,1,1,100.0
G2 Esports,NRG,Lotus,2,2,100.0
G2 Esports,Paper Rex,Lotus,1,3,33.33
G2 Esports,Sentinels,Lotus,0,1,0.0
G2 Esports,T1,Lotus,2,2,100.0
G2 Esports,Team Heretics,Lotus,0,1,0.0
G2 Esports,Team Liquid,Lotus,1,1,100.0
G2 Esports,Team Vitality,Lotus,1,1,100.0
G2 Esports,Trace Esports,Lotus,1,1,100.0
GIANTX,Karmine Corp,Lotus,1,1,100.0
GIANTX,NRG,Lotus,0,1,0.0
GIANTX,Paper Rex,Lotus,0,1,0.0
GIANTX,Team Heretics,Lotus,1,2,50.0
GIANTX,Team Liquid,Lotus,0,1,0.0
GIANTX,Team Vitality,Lotus,0,1,0.0
Gen.G,Nongshim RedForce,Lotus,0,1,0.0
Gen.G,Paper Rex,Lotus,1,1,100.0
Gen.G,Rex Regum Qeon,Lotus,2,3,66.67
Gen.G,Sentinels,Lotus,0,1,0.0
Gen.G,T1,Lotus,0,1,0.0
Gen.G,TALON,Lotus,1,1,100.0
Gen.G,Team Heretics,Lotus,0,1,0.0
Gen.G,Team Secret,Lotus,1,1,100.0
Gentle Mates,KOI,Lotus,0,1,0.0
Gentle Mates,Team Vitality,Lotus,1,1,100.0
Giants Gaming,KRÜ Esports,Lotus,1,1,100.0
Global Esports,Paper Rex,Lotus,0,1,0.0
Global Esports,TALON,Lotus,0,1,0.0
Global Esports,Team Secret,Lotus,0,1,0.0
JDG Esports,Titan Esports Club,Lotus,1,1,100.0
JDG Esports,Trace Esports,Lotus,1,2,50.0
JDG Esports,Xi Lai Gaming,Lotus,0,1,0.0
KOI,Karmine Corp,Lotus,1,2,50.0
KOI,Team Liquid,Lotus,0,2,0.0
KRÜ Esports,LEVIATÁN,Lotus,0,1,0.0
KRÜ Esports,MIBR,Lotus,0,1,0.0
KRÜ Esports,NRG,Lotus,0,1,0.0
KRÜ Esports,Sentinels,Lotus,1,1,100.0
Karmine Corp,Natus Vincere,Lotus,1,1,100.0
Karmine Corp,Team Liquid,Lotus,0,2,0.0
